date,granularidad,geocode,gcd_isla,gcd_gcomarca,gcd_comarca,poblacion,poblacion_edad_media,poblacion_hombres,poblacion_mujeres,poblacion_indice_feminidad,poblacion_nacional,poblacion_extranjera,poblacion_extranjera_pc,poblacion_00a14,poblacion_15a64,poblacion_65mas,poblacion_65a74,poblacion_75a84,poblacion_85mas,poblacion_00a14_pc,poblacion_15a64_pc,poblacion_65mas_pc,poblacion_indice_dependencia,poblacion_indice_dependencia_mayores,poblacion_indice_dependencia_menores,poblacion_indice_vejez,poblacion_indice_juventud,poblacion_indice_sobreenvejecimiento,poblacion_indice_ancianidad,superficie,poblacion_ds,poblacion_extranjera_ds,poblacion_00a02,poblacion_03a05,poblacion_06a11,poblacion_12a15,poblacion_16a17,poblacion_00a17,poblacion_nacida_canarias,poblacion_nacida_es_xcanarias,poblacion_nacida_extranjero,poblacion_nacida_canarias_pc,poblacion_nacida_es_xcanarias_pc,poblacion_nacida_extranjero_pc
2008-01-01,MUNICIPIO,35001,ES705,ES705A2,ES705A22,5765,41.7,2930,2835,96.76,5489,276,4.79,758,3973,1034,530,385,119,13.15,68.92,17.94,45.1,26.03,19.08,136.41,73.31,11.51,37.23,4451.16,129.52,6.2,134,162,293,243,125,957,5197,246,322,90.15,4.27,5.59
2008-01-01,MUNICIPIO,35002,ES705,ES705A3,ES705A32,28224,35.2,14443,13781,95.42,25957,2267,8.03,5146,20747,2331,1434,736,161,18.23,73.51,8.26,36.04,11.24,24.8,45.3,220.76,6.91,31.57,7889.72,357.73,28.73,1118,1093,1968,1273,652,6104,23959,1474,2791,84.89,5.22,9.89
2008-01-01,MUNICIPIO,35003,ES704,ES704A0,ES704A01,9715,36.3,5302,4413,83.23,5917,3798,39.09,1417,7684,614,391,167,56,14.59,79.09,6.32,26.43,7.99,18.44,43.33,230.78,9.12,27.2,25024.8,38.82,15.18,279,271,605,350,180,1685,4164,1618,3933,42.86,16.65,40.48
2008-01-01,MUNICIPIO,35004,ES708,ES708A0,ES708A01,59040,34.6,30553,28487,93.24,44275,14765,25.01,10360,44408,4272,2569,1295,408,17.55,75.22,7.24,32.95,9.62,23.33,41.24,242.51,9.55,30.31,2427.54,2432.09,608.23,2260,2227,3925,2695,1469,12576,34399,8170,16471,58.26,13.84,27.9
2008-01-01,MUNICIPIO,35005,ES705,ES705A2,ES705A23,1301,45.6,698,603,86.39,1292,9,0.69,87,952,262,134,105,23,6.69,73.17,20.14,36.66,27.52,9.14,301.15,33.21,8.78,40.08,6641.9,19.59,0.14,8,15,41,34,23,121,1264,21,16,97.16,1.61,1.23
2008-01-01,MUNICIPIO,35006,ES705,ES705A1,ES705A10,35542,38.6,17829,17713,99.35,35112,430,1.21,5638,25287,4617,2606,1650,361,15.86,71.15,12.99,40.55,18.26,22.3,81.89,122.11,7.82,35.74,3283.87,1082.32,13.09,1022,1207,2265,1566,764,6824,33381,1205,956,93.92,3.39,2.69
2008-01-01,MUNICIPIO,35007,ES704,ES704A0,ES704A01,715,44.3,361,354,98.06,627,88,12.31,70,507,138,62,47,29,9.79,70.91,19.3,41.03,27.22,13.81,197.14,50.72,21.01,34.06,10370.9,6.89,0.85,0,9,31,41,11,92,614,13,88,85.87,1.82,12.31
2008-01-01,MUNICIPIO,35008,ES705,ES705A2,ES705A21,7424,39.7,3806,3618,95.06,7284,140,1.89,1103,5239,1082,640,345,97,14.86,70.57,14.57,41.71,20.65,21.05,98.1,101.94,8.96,31.89,1602.78,463.2,8.73,211,227,436,313,161,1348,7012,202,210,94.45,2.72,2.83
2008-01-01,MUNICIPIO,35009,ES705,ES705A2,ES705A22,23951,39.2,12027,11924,99.14,23565,386,1.61,3640,16869,3442,1861,1270,311,15.2,70.43,14.37,41.98,20.4,21.58,94.56,105.75,9.04,36.9,6254.51,382.94,6.17,656,696,1552,1039,594,4537,22990,397,564,95.99,1.66,2.35
2008-01-01,MUNICIPIO,35010,ES708,ES708A0,ES708A02,5188,41.6,2712,2476,91.3,4281,907,17.48,709,3586,893,524,262,107,13.67,69.12,17.21,44.67,24.9,19.77,125.95,79.4,11.98,29.34,14565.3,35.62,6.23,139,127,287,225,93,871,3749,460,979,72.26,8.87,18.87
2008-01-01,MUNICIPIO,35011,ES705,ES705A3,ES705A32,28809,36.2,14702,14107,95.95,27533,1276,4.43,4773,21256,2780,1639,903,238,16.57,73.78,9.65,35.53,13.08,22.45,58.24,171.69,8.56,32.48,3908.81,737.03,32.64,966,958,1903,1258,736,5821,26244,910,1655,91.1,3.16,5.74
2008-01-01,MUNICIPIO,35012,ES705,ES705A3,ES705A31,20391,37.9,10722,9669,90.18,11944,8447,41.43,3289,14890,2212,1487,604,121,16.13,73.02,10.85,36.94,14.86,22.09,67.25,148.69,5.47,27.31,17142,118.95,49.28,658,614,1342,906,431,3951,10421,1340,8630,51.11,6.57,42.32
2008-01-01,MUNICIPIO,35013,ES705,ES705A2,ES705A22,8071,41.7,4087,3984,97.48,7995,76,0.94,1075,5557,1439,776,536,127,13.32,68.85,17.83,45.24,25.9,19.34,133.86,74.7,8.83,37.25,3220.46,250.62,2.36,208,211,418,315,146,1298,7731,173,167,95.79,2.14,2.07
2008-01-01,MUNICIPIO,35014,ES704,ES704A0,ES704A02,21354,34.8,11578,9776,84.44,12764,8590,40.23,3422,16652,1280,839,347,94,16.03,77.98,5.99,28.24,7.69,20.55,37.41,267.34,7.34,27.11,35533.4,60.1,24.17,698,728,1394,806,400,4026,8002,4415,8937,37.47,20.68,41.85
2008-01-01,MUNICIPIO,35015,ES704,ES704A0,ES704A03,20283,34.7,11164,9119,81.68,12161,8122,40.04,2803,16332,1148,853,235,60,13.82,80.52,5.66,24.19,7.03,17.16,40.96,244.16,5.23,20.47,38493.8,52.69,21.1,648,616,1067,620,370,3321,7152,4719,8412,35.26,23.27,41.47
2008-01-01,MUNICIPIO,35016,ES705,ES705A1,ES705A10,381123,39.7,185770,195353,105.16,351394,29729,7.8,55168,271933,54022,30118,18641,5263,14.48,71.35,14.17,40.15,19.87,20.29,97.92,102.12,9.74,34.51,10331.6,3688.91,287.75,10208,11519,22481,14882,8041,67131,304258,36243,40622,79.83,9.51,10.66
2008-01-01,MUNICIPIO,35017,ES704,ES704A0,ES704A02,35293,33.6,18487,16806,90.91,28279,7014,19.87,6416,26899,1978,1068,671,239,18.18,76.22,5.6,31.21,7.35,23.85,30.83,324.37,12.08,33.92,29077.1,121.38,24.12,1307,1449,2499,1579,832,7666,19369,7938,7986,54.88,22.49,22.63
2008-01-01,MUNICIPIO,35018,ES708,ES708A0,ES708A01,18300,34.8,9465,8835,93.34,14706,3594,19.64,3353,13695,1252,795,338,119,18.32,74.84,6.84,33.63,9.14,24.48,37.34,267.81,9.5,27,4076.11,448.96,88.17,692,712,1300,872,412,3988,10169,4018,4113,55.57,21.96,22.48
2008-01-01,MUNICIPIO,35019,ES705,ES705A3,ES705A31,51260,38.1,26831,24429,91.05,36248,15012,29.29,7347,38840,5073,3414,1312,347,14.33,75.77,9.9,31.98,13.06,18.92,69.05,144.83,6.84,25.86,33241.9,154.2,45.16,1192,1442,3161,2086,1166,9047,29631,5079,16550,57.81,9.91,32.29
2008-01-01,MUNICIPIO,35020,ES705,ES705A2,ES705A23,8403,39.8,4241,4162,98.14,7559,844,10.04,1123,5961,1319,729,477,113,13.36,70.94,15.7,40.97,22.13,18.84,117.45,85.14,8.57,36.16,12370.8,67.93,6.82,172,193,500,346,233,1444,7403,136,864,88.1,1.62,10.28
2008-01-01,MUNICIPIO,35021,ES705,ES705A1,ES705A10,19042,39.1,9494,9548,100.57,18183,859,4.51,2854,13871,2317,1310,797,210,14.99,72.84,12.17,37.28,16.7,20.58,81.18,123.18,9.06,34.4,2383.19,799.01,36.04,472,513,1223,881,454,3543,16480,1323,1239,86.55,6.95,6.51
2008-01-01,MUNICIPIO,35022,ES705,ES705A3,ES705A32,61325,34.2,31090,30235,97.25,51854,9471,15.44,11816,45024,4485,2728,1401,356,19.27,73.42,7.31,36.21,9.96,26.24,37.96,263.46,7.94,31.24,6252.83,980.76,151.47,2344,2560,4671,3024,1584,14183,46263,3733,11329,75.44,6.09,18.47
2008-01-01,MUNICIPIO,35023,ES705,ES705A2,ES705A22,14146,40.5,7069,7077,100.11,13899,247,1.75,1991,9864,2291,1208,830,253,14.07,69.73,16.2,43.41,23.23,20.18,115.07,86.91,11.04,36.23,4261.82,331.92,5.8,322,356,796,680,354,2508,13481,302,363,95.3,2.13,2.57
2008-01-01,MUNICIPIO,35024,ES708,ES708A0,ES708A02,18798,36.7,9605,9193,95.71,14403,4395,23.38,3137,13932,1729,1086,497,146,16.69,74.11,9.2,34.93,12.41,22.52,55.12,181.43,8.44,28.74,22400.6,83.92,19.62,627,714,1193,801,376,3711,11143,2953,4702,59.28,15.71,25.01
2008-01-01,MUNICIPIO,35025,ES705,ES705A2,ES705A23,2206,46.8,1170,1036,88.55,2176,30,1.36,163,1540,503,284,156,63,7.39,69.81,22.8,43.25,32.66,10.58,308.59,32.41,12.52,31.01,10386.3,21.24,0.29,34,25,64,52,37,212,2111,45,50,95.69,2.04,2.27
2008-01-01,MUNICIPIO,35026,ES705,ES705A1,ES705A10,99201,36.6,49435,49766,100.67,95931,3270,3.3,16969,72137,10095,6019,3224,852,17.11,72.72,10.18,37.52,13.99,23.52,59.49,168.09,8.44,31.94,10033.1,988.74,32.59,3319,3611,6791,4416,2358,20495,89304,5039,4858,90.02,5.08,4.9
2008-01-01,MUNICIPIO,35027,ES705,ES705A2,ES705A21,12818,40.2,6548,6270,95.75,12628,190,1.48,1893,8928,1997,1150,687,160,14.77,69.65,15.58,43.57,22.37,21.2,105.49,94.79,8.01,34.4,2580.73,496.68,7.36,362,346,796,543,265,2312,12126,297,395,94.6,2.32,3.08
2008-01-01,MUNICIPIO,35028,ES708,ES708A0,ES708A01,19487,37.6,10083,9404,93.27,10746,8741,44.86,2884,14722,1881,1281,458,142,14.8,75.55,9.65,32.37,12.78,19.59,65.22,153.32,7.55,24.35,6432.05,302.97,135.9,585,569,1149,769,376,3448,7749,2810,8928,39.76,14.42,45.82
2008-01-01,MUNICIPIO,35029,ES708,ES708A0,ES708A03,5746,36.5,3040,2706,89.01,4882,864,15.04,963,4239,544,319,165,60,16.76,73.77,9.47,35.55,12.83,22.72,56.49,177.02,11.03,30.33,13577.9,42.32,6.36,205,191,364,257,103,1120,4304,501,941,74.9,8.72,16.38
2008-01-01,MUNICIPIO,35030,ES704,ES704A0,ES704A03,13569,34.8,7134,6435,90.2,10883,2686,19.8,2530,9931,1108,640,353,115,18.65,73.19,8.17,36.63,11.16,25.48,43.79,228.34,10.38,31.86,27629.8,49.11,9.72,533,498,1000,666,347,3044,8602,2029,2938,63.39,14.95,21.65
2008-01-01,MUNICIPIO,35031,ES705,ES705A2,ES705A21,8987,36.7,4575,4412,96.44,8528,459,5.11,1592,6439,956,553,311,92,17.71,71.65,10.64,39.57,14.85,24.72,60.05,166.53,9.62,32.53,3880.13,231.62,11.83,329,311,611,457,229,1937,8145,271,571,90.63,3.02,6.35
2008-01-01,MUNICIPIO,35032,ES705,ES705A2,ES705A21,4022,43.4,2127,1895,89.09,3985,37,0.92,436,2806,780,440,270,70,10.84,69.77,19.39,43.34,27.8,15.54,178.9,55.9,8.97,34.62,2212.89,181.75,1.67,87,59,179,161,66,552,3841,74,107,95.5,1.84,2.66
2008-01-01,MUNICIPIO,35033,ES705,ES705A2,ES705A21,7586,40.4,3915,3671,93.77,7453,133,1.75,1096,5369,1121,609,397,115,14.45,70.78,14.78,41.29,20.88,20.41,102.28,97.77,10.26,35.41,3821.39,198.51,3.48,183,200,428,375,180,1366,7178,207,201,94.62,2.73,2.65
2008-01-01,MUNICIPIO,35034,ES708,ES708A0,ES708A03,12947,35.9,7112,5835,82.04,7342,5605,43.29,1773,10217,957,692,219,46,13.69,78.91,7.39,26.72,9.37,17.35,53.98,185.27,4.81,22.88,21209.4,61.04,26.43,424,355,670,439,195,2083,3817,3221,5909,29.48,24.88,45.64
2008-01-01,MUNICIPIO,38001,ES709,ES709A3,ES709A32,41002,36.7,21235,19767,93.09,20909,20093,49,6065,31566,3371,2315,851,205,14.79,76.99,8.22,29.89,10.68,19.21,55.58,179.92,6.08,25.24,10595.2,386.99,189.64,1095,1208,2564,1613,767,7247,13919,5453,21630,33.95,13.3,52.75
2008-01-01,MUNICIPIO,38002,ES706,ES706A0,ES706A01,1187,49,589,598,101.53,1142,45,3.79,110,711,366,200,130,36,9.27,59.9,30.83,66.95,51.48,15.47,332.73,30.05,9.84,35.52,2500.41,47.47,1.8,22,21,40,39,22,144,1090,18,79,91.83,1.52,6.66
2008-01-01,MUNICIPIO,38003,ES706,ES706A0,ES706A02,2146,41.2,1167,979,83.89,1807,339,15.8,280,1535,331,189,104,38,13.05,71.53,15.42,39.8,21.56,18.24,118.21,84.59,11.48,31.42,4960.68,43.26,6.83,49,58,119,69,35,330,1617,108,421,75.35,5.03,19.62
2008-01-01,MUNICIPIO,38004,ES709,ES709A3,ES709A33,5346,42.3,2603,2743,105.38,5193,153,2.86,685,3664,997,480,381,136,12.81,68.54,18.65,45.91,27.21,18.7,145.55,68.71,13.64,38.21,3436.18,155.58,4.45,79,171,311,187,119,867,4776,192,378,89.34,3.59,7.07
2008-01-01,MUNICIPIO,38005,ES709,ES709A3,ES709A31,7698,41.6,3946,3752,95.08,6236,1462,18.99,1020,5376,1302,776,389,137,13.25,69.84,16.91,43.19,24.22,18.97,127.65,78.34,10.52,29.88,17893.4,43.02,8.17,185,214,406,282,156,1243,5775,266,1657,75.02,3.46,21.53
2008-01-01,MUNICIPIO,38006,ES709,ES709A3,ES709A32,75903,37.3,39479,36424,92.26,43466,32437,42.73,10924,57714,7265,4995,1821,449,14.39,76.04,9.57,31.52,12.59,18.93,66.5,150.36,6.18,25.07,8159.85,930.2,397.52,2090,2175,4499,2899,1567,13230,29680,10470,35753,39.1,13.79,47.1
2008-01-01,MUNICIPIO,38007,ES707,ES707A0,ES707A02,2387,46.3,1217,1170,96.14,2318,69,2.89,234,1535,618,300,236,82,9.8,64.31,25.89,55.5,40.26,15.24,264.1,37.86,13.27,38.19,4349.52,54.88,1.59,32,50,94,82,38,296,2017,29,341,84.5,1.21,14.29
2008-01-01,MUNICIPIO,38008,ES707,ES707A0,ES707A01,7279,39.4,3610,3669,101.63,6738,541,7.43,1165,5011,1103,611,373,119,16,68.84,15.15,45.26,22.01,23.25,94.68,105.62,10.79,33.82,3089.34,235.62,17.51,234,248,458,305,166,1411,5884,372,1023,80.84,5.11,14.05
2008-01-01,MUNICIPIO,38009,ES707,ES707A0,ES707A01,4952,39.2,2540,2412,94.96,4457,495,10,743,3520,689,398,220,71,15,71.08,13.91,40.68,19.57,21.11,92.73,107.84,10.3,31.93,1415.88,349.75,34.96,161,149,287,197,83,877,3653,485,814,73.77,9.79,16.44
2008-01-01,MUNICIPIO,38010,ES709,ES709A2,ES709A22,5227,43,2660,2567,96.5,4958,269,5.15,625,3605,997,536,348,113,11.96,68.97,19.07,44.99,27.66,17.34,159.52,62.69,11.33,34.9,6636.41,78.76,4.05,96,100,279,199,109,783,4514,107,606,86.36,2.05,11.59
2008-01-01,MUNICIPIO,38011,ES709,ES709A3,ES709A33,23394,38.2,11543,11851,102.67,21164,2230,9.53,3649,16997,2748,1691,853,204,15.6,72.66,11.75,37.64,16.17,21.47,75.31,132.79,7.42,31.04,4948.05,472.79,45.07,674,768,1441,1047,488,4418,16861,2826,3707,72.07,12.08,15.85
2008-01-01,MUNICIPIO,38012,ES709,ES709A3,ES709A31,2805,45.6,1437,1368,95.2,2702,103,3.67,300,1847,658,336,241,81,10.7,65.85,23.46,51.87,35.63,16.24,219.33,45.59,12.31,36.63,4524.91,61.99,2.28,58,56,130,74,33,351,2499,85,221,89.09,3.03,7.88
2008-01-01,MUNICIPIO,38013,ES703,ES703A0,ES703A00,3941,42.7,2005,1936,96.56,3309,632,16.04,550,2618,773,423,243,107,13.96,66.43,19.61,50.53,29.53,21.01,140.55,71.15,13.84,31.44,8150.9,48.35,7.75,89,105,225,175,84,678,2594,212,1135,65.82,5.38,28.8
2008-01-01,MUNICIPIO,38014,ES707,ES707A0,ES707A04,1925,43.8,971,954,98.25,1740,185,9.61,240,1264,421,196,152,73,12.47,65.66,21.87,52.29,33.31,18.99,175.42,57.01,17.34,36.1,5590.02,34.44,3.31,37,60,84,75,38,294,1586,64,275,82.39,3.32,14.29
2008-01-01,MUNICIPIO,38015,ES709,ES709A2,ES709A22,5450,43.5,2719,2731,100.44,5187,263,4.83,606,3775,1069,579,390,100,11.12,69.27,19.61,44.37,28.32,16.05,176.4,56.69,9.35,36.48,2743.2,198.67,9.59,108,114,257,177,104,760,4652,161,637,85.36,2.95,11.69
2008-01-01,MUNICIPIO,38016,ES707,ES707A0,ES707A03,1829,48.2,932,897,96.24,1540,289,15.8,173,1153,503,226,202,75,9.46,63.04,27.5,58.63,43.63,15,290.75,34.39,14.91,40.16,10258.4,17.83,2.82,29,29,72,59,34,223,1396,57,376,76.33,3.12,20.56
2008-01-01,MUNICIPIO,38017,ES709,ES709A3,ES709A31,38866,35.5,20022,18844,94.12,28064,10802,27.79,6457,29238,3171,1932,980,259,16.61,75.23,8.16,32.93,10.85,22.08,49.11,203.63,8.17,30.91,16250.4,239.17,66.47,1288,1366,2609,1653,881,7797,21296,4999,12571,54.79,12.86,32.34
2008-01-01,MUNICIPIO,38018,ES709,ES709A2,ES709A23,5447,41.4,2664,2783,104.47,5254,193,3.54,705,3811,931,511,334,86,12.94,69.97,17.09,42.93,24.43,18.5,132.06,75.73,9.24,35.88,2380.47,228.82,8.11,141,136,291,196,138,902,4941,73,433,90.71,1.34,7.95
2008-01-01,MUNICIPIO,38019,ES709,ES709A3,ES709A32,20004,37.7,10081,9923,98.43,15751,4253,21.26,3289,14316,2399,1490,708,201,16.44,71.57,11.99,39.73,16.76,22.97,72.94,137.1,8.38,29.51,14410.2,138.82,29.51,566,654,1357,963,517,4057,13792,1029,5183,68.95,5.14,25.91
2008-01-01,MUNICIPIO,38020,ES709,ES709A3,ES709A33,17253,40.7,8480,8773,103.46,16454,799,4.63,2363,12039,2851,1525,1026,300,13.7,69.78,16.52,43.31,23.68,19.63,120.65,82.88,10.52,35.99,10288.8,167.69,7.77,420,520,978,631,382,2931,14962,690,1601,86.72,4,9.28
2008-01-01,MUNICIPIO,38021,ES706,ES706A0,ES706A01,2178,46.1,1097,1081,98.54,2001,177,8.13,207,1479,492,223,191,78,9.5,67.91,22.59,47.26,33.27,14,237.68,42.07,15.85,38.82,3915.87,55.62,4.52,30,36,96,60,30,252,1889,67,222,86.73,3.08,10.19
2008-01-01,MUNICIPIO,38022,ES709,ES709A2,ES709A23,24087,40.4,11954,12133,101.5,22508,1579,6.56,3286,17111,3690,2149,1244,297,13.64,71.04,15.32,40.77,21.57,19.2,112.29,89.05,8.05,33.71,9585.8,251.28,16.47,505,636,1406,1026,586,4159,20476,476,3135,85.01,1.98,13.02
2008-01-01,MUNICIPIO,38023,ES709,ES709A1,ES709A10,148375,38.8,72890,75485,103.56,139419,8956,6.04,20991,108712,18672,10546,6377,1749,14.15,73.27,12.58,36.48,17.18,19.31,88.95,112.42,9.37,34.15,10245.2,1448.24,87.42,3508,4170,8753,6221,3375,26027,123073,8956,16346,82.95,6.04,11.02
2008-01-01,MUNICIPIO,38024,ES707,ES707A0,ES707A04,20525,40.5,10103,10422,103.16,17888,2637,12.85,2978,14188,3359,1794,1194,371,14.51,69.13,16.37,44.66,23.67,20.99,112.79,88.66,11.04,35.55,3560.43,576.48,74.06,455,579,1251,924,505,3714,15593,966,3966,75.97,4.71,19.32
2008-01-01,MUNICIPIO,38025,ES709,ES709A2,ES709A21,8245,39,4183,4062,97.11,7650,595,7.22,1208,5879,1158,726,351,81,14.65,71.3,14.04,40.24,19.7,20.55,95.86,104.32,6.99,30.31,1405.07,586.8,42.35,278,232,465,318,155,1448,7188,231,826,87.18,2.8,10.02
2008-01-01,MUNICIPIO,38026,ES709,ES709A2,ES709A24,40945,38.7,20252,20693,102.18,38863,2082,5.08,6552,28879,5514,3237,1829,448,16,70.53,13.47,41.78,19.09,22.69,84.16,118.82,8.12,33.17,20688.7,197.91,10.06,1115,1304,2771,1861,966,8017,35894,1480,3571,87.66,3.61,8.72
2008-01-01,MUNICIPIO,38027,ES707,ES707A0,ES707A04,7698,42,3897,3801,97.54,6537,1161,15.08,1090,5202,1406,738,469,199,14.16,67.58,18.26,47.98,27.03,20.95,128.99,77.52,14.15,33.36,13594,56.63,8.54,166,224,446,339,160,1335,5905,214,1579,76.71,2.78,20.51
2008-01-01,MUNICIPIO,38028,ES709,ES709A2,ES709A24,31804,44,15476,16328,105.51,25183,6621,20.82,3308,22007,6489,3887,2012,590,10.4,69.2,20.4,44.52,29.49,15.03,196.16,50.98,9.09,31.01,882.59,3603.49,750.18,445,663,1402,1073,533,4116,20316,3518,7970,63.88,11.06,25.06
2008-01-01,MUNICIPIO,38029,ES707,ES707A0,ES707A03,1955,43.9,990,965,97.47,1713,242,12.38,216,1356,383,188,127,68,11.05,69.36,19.59,44.17,28.24,15.93,177.31,56.4,17.75,33.16,3080.58,63.46,7.86,30,39,89,81,31,270,1340,57,558,68.54,2.92,28.54
2008-01-01,MUNICIPIO,38030,ES707,ES707A0,ES707A02,2423,44,1211,1212,100.08,2199,224,9.24,310,1602,511,276,171,64,12.79,66.12,21.09,51.25,31.9,19.35,164.84,60.67,12.52,33.46,3505.04,69.13,6.39,66,61,137,65,39,368,1982,72,369,81.8,2.97,15.23
2008-01-01,MUNICIPIO,38031,ES709,ES709A2,ES709A24,37385,39.3,18522,18863,101.84,34364,3021,8.08,5613,26484,5288,3114,1739,435,15.01,70.84,14.14,41.16,19.97,21.19,94.21,106.15,8.23,32.89,5646.81,662.06,53.5,744,1255,2380,1681,857,6917,31386,1196,4803,83.95,3.2,12.85
2008-01-01,MUNICIPIO,38032,ES709,ES709A1,ES709A10,17064,37.4,8854,8210,92.73,16048,1016,5.95,2847,12604,1613,967,500,146,16.68,73.86,9.45,35.39,12.8,22.59,56.66,176.5,9.05,31,3931.15,434.07,25.84,571,586,1144,733,346,3380,13030,2063,1971,76.36,12.09,11.55
2008-01-01,MUNICIPIO,38033,ES707,ES707A0,ES707A02,4972,45.4,2523,2449,97.07,4810,162,3.26,497,3347,1128,565,419,144,10,67.32,22.69,48.55,33.7,14.85,226.96,44.06,12.77,37.15,4287.29,115.97,3.78,94,78,207,150,71,600,4310,173,489,86.69,3.48,9.84
2008-01-01,MUNICIPIO,38034,ES709,ES709A2,ES709A23,5053,40.8,2501,2552,102.04,4888,165,3.27,636,3623,794,409,300,85,12.59,71.7,15.71,39.47,21.92,17.55,124.84,80.1,10.71,37.78,2060.52,245.23,8.01,88,123,258,217,116,802,4539,81,433,89.83,1.6,8.57
2008-01-01,MUNICIPIO,38035,ES709,ES709A3,ES709A31,15037,36.7,7692,7345,95.49,9592,5445,36.21,2599,11062,1376,891,383,102,17.28,73.57,9.15,35.93,12.44,23.49,52.94,188.88,7.41,27.83,4203.66,357.71,129.53,453,538,1083,697,328,3099,7747,1224,6066,51.52,8.14,40.34
2008-01-01,MUNICIPIO,38036,ES706,ES706A0,ES706A02,8744,39.3,4431,4313,97.34,7665,1079,12.34,1281,6313,1150,648,376,126,14.65,72.2,13.15,38.51,18.22,20.29,89.77,111.39,10.96,32.7,11313.4,77.29,9.54,189,273,534,374,209,1579,6775,588,1381,77.48,6.72,15.79
2008-01-01,MUNICIPIO,38037,ES707,ES707A0,ES707A01,17132,41.3,8393,8739,104.12,16088,1044,6.09,2300,11923,2909,1509,1059,341,13.43,69.59,16.98,43.69,24.4,19.29,126.48,79.06,11.72,36.4,4341.21,394.64,24.05,376,407,968,765,352,2868,14011,1250,1871,81.78,7.3,10.92
2008-01-01,MUNICIPIO,38038,ES709,ES709A1,ES709A10,221956,40.3,106858,115098,107.71,207968,13988,6.3,29358,159631,32967,17849,11485,3633,13.23,71.92,14.85,39.04,20.65,18.39,112.29,89.05,11.02,34.84,15044,1475.38,92.98,5219,5702,11519,9309,4886,36635,175348,22156,24452,79,9.98,11.02
2008-01-01,MUNICIPIO,38039,ES709,ES709A2,ES709A21,13835,38.2,6910,6925,100.22,12006,1829,13.22,2213,9971,1651,984,555,112,16,72.07,11.93,38.75,16.56,22.19,74.6,134.04,6.78,33.62,2237.31,618.38,81.75,409,435,926,588,273,2631,10534,767,2534,76.14,5.54,18.32
2008-01-01,MUNICIPIO,38040,ES709,ES709A3,ES709A32,11825,46.1,5955,5870,98.57,5832,5993,50.68,1327,7563,2935,1744,878,313,11.22,63.96,24.82,56.35,38.81,17.55,221.18,45.21,10.66,29.91,5198.76,227.46,115.28,235,278,544,360,177,1594,5059,450,6316,42.78,3.81,53.41
2008-01-01,MUNICIPIO,38041,ES709,ES709A2,ES709A21,8947,39.2,4449,4498,101.1,8114,833,9.31,1373,6346,1228,688,427,113,15.35,70.93,13.73,40.99,19.35,21.64,89.44,111.81,9.2,34.77,1820.11,491.56,45.77,218,269,606,397,208,1698,7427,430,1090,83.01,4.81,12.18
2008-01-01,MUNICIPIO,38042,ES709,ES709A2,ES709A22,5307,45.3,2671,2636,98.69,4672,635,11.97,575,3438,1294,723,423,148,10.83,64.78,24.38,54.36,37.64,16.72,225.04,44.44,11.44,32.69,2449.68,216.64,25.92,85,116,256,170,101,728,4365,95,847,82.25,1.79,15.96
2008-01-01,MUNICIPIO,38043,ES709,ES709A2,ES709A21,23369,38.5,11677,11692,100.13,22493,876,3.75,3678,16726,2965,1740,968,257,15.74,71.57,12.69,39.72,17.73,21.99,80.61,124.05,8.67,32.65,2999.64,779.06,29.2,752,766,1447,951,521,4437,20818,978,1573,89.08,4.19,6.73
2008-01-01,MUNICIPIO,38044,ES709,ES709A2,ES709A22,3031,41.8,1493,1538,103.01,2899,132,4.35,398,2074,559,322,189,48,13.13,68.43,18.44,46.14,26.95,19.19,140.45,71.2,8.59,33.81,2606.48,116.29,5.06,81,86,150,121,77,515,2591,45,395,85.48,1.48,13.03
2008-01-01,MUNICIPIO,38045,ES707,ES707A0,ES707A04,5786,43.6,2911,2875,98.76,5294,492,8.5,714,3884,1188,592,420,176,12.34,67.13,20.53,48.97,30.59,18.38,166.39,60.1,14.81,35.35,1156.38,500.35,42.55,104,138,309,205,110,866,4724,214,848,81.65,3.7,14.66
2008-01-01,MUNICIPIO,38046,ES709,ES709A1,ES709A10,10613,38.9,5257,5356,101.88,10416,197,1.86,1576,7687,1350,774,468,108,14.85,72.43,12.72,38.06,17.56,20.5,85.66,116.74,8,34.67,2644.48,401.33,7.45,245,290,687,467,267,1956,9569,449,595,90.16,4.23,5.61
2008-01-01,MUNICIPIO,38047,ES707,ES707A0,ES707A03,2757,44.3,1412,1345,95.25,2227,530,19.22,344,1814,599,323,204,72,12.48,65.8,21.73,51.98,33.02,18.96,174.13,57.43,12.02,34.06,5354.89,51.49,9.9,50,60,160,106,59,435,2059,75,623,74.68,2.72,22.6
2008-01-01,MUNICIPIO,38048,ES703,ES703A0,ES703A00,4938,42.7,2524,2414,95.64,4513,425,8.61,643,3333,962,476,341,145,13.02,67.5,19.48,48.15,28.86,19.29,149.61,66.84,15.07,35.45,10368.5,47.63,4.1,115,123,261,187,109,795,3739,338,861,75.72,6.84,17.44
2008-01-01,MUNICIPIO,38049,ES706,ES706A0,ES706A02,5220,42.5,2637,2583,97.95,3452,1768,33.87,626,3747,847,488,266,93,11.99,71.78,16.23,39.31,22.6,16.71,135.3,73.91,10.98,31.4,3220.82,162.07,54.89,121,125,255,174,87,762,3032,164,2024,58.08,3.14,38.77
