date,granularidad,geocode,gcd_isla,gcd_gcomarca,gcd_comarca,poblacion,poblacion_edad_media,poblacion_hombres,poblacion_mujeres,poblacion_indice_feminidad,poblacion_nacional,poblacion_extranjera,poblacion_extranjera_pc,poblacion_00a14,poblacion_15a64,poblacion_65mas,poblacion_65a74,poblacion_75a84,poblacion_85mas,poblacion_00a14_pc,poblacion_15a64_pc,poblacion_65mas_pc,poblacion_indice_dependencia,poblacion_indice_dependencia_mayores,poblacion_indice_dependencia_menores,poblacion_indice_vejez,poblacion_indice_juventud,poblacion_indice_sobreenvejecimiento,poblacion_indice_ancianidad,superficie,poblacion_ds,poblacion_extranjera_ds,poblacion_00a02,poblacion_03a05,poblacion_06a11,poblacion_12a15,poblacion_16a17,poblacion_00a17,poblacion_nacida_canarias,poblacion_nacida_es_xcanarias,poblacion_nacida_extranjero,poblacion_nacida_canarias_pc,poblacion_nacida_es_xcanarias_pc,poblacion_nacida_extranjero_pc
2013-01-01,MUNICIPIO,35015,ES704,ES704A0,ES704A03,20931,36.9,11049,9882,89.44,11602,9329,44.57,3220,16044,1667,1124,448,95,15.38,76.65,7.96,30.46,10.39,20.07,51.77,193.16,5.7,26.87,38493.8,54.37,24.24,695,759,1247,683,323,3707,7636,3718,9577,36.48,17.76,45.76
2013-01-01,MUNICIPIO,35016,ES705,ES705A1,ES705A10,383050,41.5,186335,196715,105.57,352572,30478,7.96,53022,269104,60924,32288,21942,6694,13.84,70.25,15.9,42.34,22.64,19.7,114.9,87.03,10.99,36.02,10331.6,3707.56,295,8550,10331,22775,15091,7233,63980,301286,35593,46171,78.65,9.29,12.05
2013-01-01,MUNICIPIO,35017,ES704,ES704A0,ES704A02,36774,35.5,18856,17918,95.03,29776,6998,19.03,6743,27460,2571,1464,777,330,18.34,74.67,6.99,33.92,9.36,24.56,38.13,262.27,12.84,30.22,29077.1,126.47,24.07,1229,1478,2772,1690,852,8021,21445,6824,8505,58.32,18.56,23.13
2013-01-01,MUNICIPIO,35018,ES708,ES708A0,ES708A01,18541,37.4,9389,9152,97.48,14932,3609,19.46,3198,13673,1670,1017,503,150,17.25,73.74,9.01,35.6,12.21,23.39,52.22,191.5,8.98,30.12,4076.11,454.87,88.54,528,620,1407,821,383,3759,10664,3525,4352,57.52,19.01,23.47
2013-01-01,MUNICIPIO,35019,ES705,ES705A3,ES705A31,56698,41,29639,27059,91.3,37436,19262,33.97,7112,42166,7420,4750,2152,518,12.54,74.37,13.09,34.46,17.6,16.87,104.33,95.85,6.98,29,33241.9,170.56,57.94,1173,1386,2996,2079,970,8604,30406,5112,21180,53.63,9.02,37.36
2013-01-01,MUNICIPIO,35020,ES705,ES705A2,ES705A23,8228,41.7,4159,4069,97.84,7311,917,11.14,1028,5850,1350,613,571,166,12.49,71.1,16.41,40.65,23.08,17.57,131.32,76.15,12.3,42.3,12370.8,66.51,7.41,109,189,466,358,190,1312,7145,126,957,86.84,1.53,11.63
2013-01-01,MUNICIPIO,35021,ES705,ES705A1,ES705A10,18971,41.5,9422,9549,101.35,18153,818,4.31,2633,13562,2776,1478,1002,296,13.88,71.49,14.63,39.88,20.47,19.41,105.43,94.85,10.66,36.1,2383.19,796.03,34.32,364,491,1137,835,428,3255,16383,1320,1268,86.36,6.96,6.68
2013-01-01,MUNICIPIO,35022,ES705,ES705A3,ES705A32,68506,36.4,34433,34073,98.95,57800,10706,15.63,12336,50347,5823,3374,1904,545,18.01,73.49,8.5,36.07,11.57,24.5,47.2,211.85,9.36,32.7,6252.83,1095.6,171.22,2180,2460,5261,3236,1586,14723,49516,3988,15002,72.28,5.82,21.9
2013-01-01,MUNICIPIO,35023,ES705,ES705A2,ES705A22,13811,42.6,6884,6927,100.62,13538,273,1.98,1863,9524,2424,1142,1014,268,13.49,68.96,17.55,45.01,25.45,19.56,130.11,76.86,11.06,41.83,4261.82,324.06,6.41,248,354,818,582,240,2242,13089,294,428,94.77,2.13,3.1
2013-01-01,MUNICIPIO,35024,ES708,ES708A0,ES708A02,21152,38.5,10698,10454,97.72,16452,4700,22.22,3498,15381,2273,1375,719,179,16.54,72.72,10.75,37.52,14.78,22.74,64.98,153.89,7.88,31.63,22400.6,94.43,20.98,609,718,1513,879,411,4130,12576,3396,5180,59.46,16.06,24.49
2013-01-01,MUNICIPIO,35025,ES705,ES705A2,ES705A23,2028,49.6,1072,956,89.18,1998,30,1.48,130,1371,527,271,189,67,6.41,67.6,25.99,47.92,38.44,9.48,405.38,24.67,12.71,35.86,10386.3,19.53,0.29,16,23,56,45,29,169,1938,36,54,95.56,1.78,2.66
2013-01-01,MUNICIPIO,35026,ES705,ES705A1,ES705A10,102170,38.7,50686,51484,101.57,98677,3493,3.42,16494,73877,11799,6563,4164,1072,16.14,72.31,11.55,38.3,15.97,22.33,71.54,139.79,9.09,35.29,10033.1,1018.33,34.81,2680,3119,7193,4572,2072,19636,91185,5270,5715,89.25,5.16,5.59
2013-01-01,MUNICIPIO,35027,ES705,ES705A2,ES705A21,12761,42,6543,6218,95.03,12547,214,1.68,1782,8868,2111,1040,841,230,13.96,69.49,16.54,43.9,23.8,20.09,118.46,84.41,10.9,39.84,2580.73,494.47,8.29,258,358,768,512,259,2155,12011,306,444,94.12,2.4,3.48
2013-01-01,MUNICIPIO,35028,ES708,ES708A0,ES708A01,20451,39.9,10441,10010,95.87,11383,9068,44.34,2966,14833,2652,1771,672,209,14.5,72.53,12.97,37.88,17.88,20,89.41,111.84,7.88,25.34,6432.05,317.95,140.98,577,595,1202,780,367,3521,8503,2539,9409,41.58,12.42,46.01
2013-01-01,MUNICIPIO,35029,ES708,ES708A0,ES708A03,5783,38.3,3003,2780,92.57,5133,650,11.24,989,4103,691,369,256,66,17.1,70.95,11.95,40.95,16.84,24.1,69.87,143.13,9.55,37.05,13577.9,42.59,4.79,169,208,437,233,126,1173,4574,452,757,79.09,7.82,13.09
2013-01-01,MUNICIPIO,35030,ES704,ES704A0,ES704A03,13946,37.1,7198,6748,93.75,11082,2864,20.54,2489,10080,1377,776,445,156,17.85,72.28,9.87,38.35,13.66,24.69,55.32,180.76,11.33,32.32,27629.8,50.47,10.37,415,504,1049,691,309,2968,9010,1684,3252,64.61,12.08,23.32
2013-01-01,MUNICIPIO,35031,ES705,ES705A2,ES705A21,9170,38.4,4616,4554,98.66,8718,452,4.93,1540,6595,1035,557,370,108,16.79,71.92,11.29,39.04,15.69,23.35,67.21,148.79,10.43,35.75,3880.13,236.33,11.65,259,275,701,397,213,1845,8252,284,634,89.99,3.1,6.91
2013-01-01,MUNICIPIO,35032,ES705,ES705A2,ES705A21,3904,45.8,2051,1853,90.35,3872,32,0.82,374,2677,853,425,343,85,9.58,68.57,21.85,45.83,31.86,13.97,228.07,43.85,9.96,40.21,2212.89,176.42,1.45,75,60,148,123,57,463,3732,68,104,95.59,1.74,2.66
2013-01-01,MUNICIPIO,35033,ES705,ES705A2,ES705A21,7774,42.2,3963,3811,96.16,7570,204,2.62,999,5498,1277,693,440,144,12.85,70.72,16.43,41.4,23.23,18.17,127.83,78.23,11.28,34.46,3821.39,203.43,5.34,166,199,401,310,157,1233,7273,209,292,93.56,2.69,3.76
2013-01-01,MUNICIPIO,35034,ES708,ES708A0,ES708A03,15571,37.9,8178,7393,90.4,8632,6939,44.56,2342,11647,1582,1089,415,78,15.04,74.8,10.16,33.69,13.58,20.11,67.55,148.04,4.93,26.23,21209.4,73.42,32.72,483,512,926,563,247,2731,4677,3306,7588,30.04,21.23,48.73
2013-01-01,MUNICIPIO,38001,ES709,ES709A3,ES709A32,49387,38.7,25276,24111,95.39,23460,25927,52.5,7040,37162,5185,3479,1356,350,14.25,75.25,10.5,32.9,13.95,18.94,73.65,135.78,6.75,26.15,10595.2,466.13,244.71,1251,1477,2861,1917,852,8358,15961,5588,27838,32.32,11.31,56.37
2013-01-01,MUNICIPIO,38002,ES706,ES706A0,ES706A01,1100,50.5,554,546,98.56,1071,29,2.64,97,637,366,170,155,41,8.82,57.91,33.27,72.68,57.46,15.23,377.32,26.5,11.2,42.35,2500.41,43.99,1.16,17,13,43,36,15,124,1015,20,65,92.27,1.82,5.91
2013-01-01,MUNICIPIO,38003,ES706,ES706A0,ES706A02,2066,42.9,1105,961,86.97,1735,331,16.02,268,1421,377,195,147,35,12.97,68.78,18.25,45.39,26.53,18.86,140.67,71.09,9.28,38.99,4960.68,41.65,6.67,41,46,121,86,36,330,1560,98,408,75.51,4.74,19.75
2013-01-01,MUNICIPIO,38004,ES709,ES709A3,ES709A33,5497,42.4,2716,2781,102.39,5358,139,2.53,808,3692,997,472,374,151,14.7,67.16,18.14,48.89,27,21.89,123.39,81.04,15.15,37.51,3436.18,159.97,4.05,130,160,339,239,93,961,4890,195,412,88.96,3.55,7.49
2013-01-01,MUNICIPIO,38005,ES709,ES709A3,ES709A31,7392,42.1,3825,3567,93.25,6531,861,11.65,983,5165,1244,697,430,117,13.3,69.87,16.83,43.12,24.09,19.03,126.55,79.02,9.41,34.57,17893.4,41.31,4.81,182,172,423,262,117,1156,5993,291,1108,81.07,3.94,14.99
2013-01-01,MUNICIPIO,38006,ES709,ES709A3,ES709A32,80987,39.5,41695,39292,94.24,46163,34824,43,11378,59717,9892,6385,2873,634,14.05,73.74,12.21,35.62,16.56,19.05,86.94,115.02,6.41,29.04,8159.85,992.51,426.77,2051,2458,4629,2971,1419,13528,31928,9195,39864,39.42,11.35,49.22
2013-01-01,MUNICIPIO,38007,ES707,ES707A0,ES707A02,2085,48.3,1051,1034,98.38,2014,71,3.41,217,1279,589,248,245,96,10.41,61.34,28.25,63.02,46.05,16.97,271.43,36.84,16.3,41.6,4349.52,47.94,1.63,37,42,88,69,26,262,1769,28,288,84.84,1.34,13.81
2013-01-01,MUNICIPIO,38008,ES707,ES707A0,ES707A01,7455,41.3,3676,3779,102.8,6871,584,7.83,1141,5071,1243,622,473,148,15.31,68.02,16.67,47.01,24.51,22.5,108.94,91.79,11.91,38.05,3089.34,241.31,18.9,192,243,482,282,153,1352,5984,393,1078,80.27,5.27,14.46
2013-01-01,MUNICIPIO,38009,ES707,ES707A0,ES707A01,5523,40.9,2805,2718,96.9,4886,637,11.53,773,3924,826,443,297,86,14,71.05,14.96,40.75,21.05,19.7,106.86,93.58,10.41,35.96,1415.88,390.08,44.99,172,158,305,202,117,954,3992,496,1035,72.28,8.98,18.74
2013-01-01,MUNICIPIO,38010,ES709,ES709A2,ES709A22,4961,45.3,2529,2432,96.16,4657,304,6.13,534,3341,1086,525,410,151,10.76,67.35,21.89,48.49,32.51,15.98,203.37,49.17,13.9,37.75,6636.41,74.75,4.58,91,101,219,167,91,669,4290,127,544,86.47,2.56,10.97
2013-01-01,MUNICIPIO,38011,ES709,ES709A3,ES709A33,26134,39.6,12772,13362,104.62,24203,1931,7.39,4069,18639,3426,1917,1223,286,15.57,71.32,13.11,40.21,18.38,21.83,84.2,118.77,8.35,35.7,4948.05,528.17,39.03,755,834,1678,1021,516,4804,19310,2989,3835,73.89,11.44,14.67
2013-01-01,MUNICIPIO,38012,ES709,ES709A3,ES709A31,2873,46.4,1489,1384,92.95,2796,77,2.68,309,1898,666,284,274,108,10.76,66.06,23.18,51.37,35.09,16.28,215.53,46.4,16.22,41.14,4524.91,63.49,1.7,45,70,129,87,47,378,2569,85,219,89.42,2.96,7.62
2013-01-01,MUNICIPIO,38013,ES703,ES703A0,ES703A00,4058,44.1,2062,1996,96.8,3366,692,17.05,519,2645,894,465,302,127,12.79,65.18,22.03,53.42,33.8,19.62,172.25,58.05,14.21,33.78,8150.9,49.79,8.49,85,108,216,141,101,651,2608,194,1256,64.27,4.78,30.95
2013-01-01,MUNICIPIO,38014,ES707,ES707A0,ES707A04,1798,45.9,910,888,97.58,1639,159,8.84,207,1157,434,201,152,81,11.51,64.35,24.14,55.4,37.51,17.89,209.66,47.7,18.66,35.02,5590.02,32.16,2.84,38,40,88,57,36,259,1468,54,276,81.65,3,15.35
2013-01-01,MUNICIPIO,38015,ES709,ES709A2,ES709A22,5086,45.5,2526,2560,101.35,4807,279,5.49,590,3345,1151,568,437,146,11.6,65.77,22.63,52.05,34.41,17.64,195.08,51.26,12.68,37.97,2743.2,185.4,10.17,111,111,236,163,73,694,4350,152,584,85.53,2.99,11.48
2013-01-01,MUNICIPIO,38016,ES707,ES707A0,ES707A03,1645,51.1,835,810,97.01,1320,325,19.76,141,987,517,229,197,91,8.57,60,31.43,66.67,52.38,14.29,366.67,27.27,17.6,38.1,10258.4,16.04,3.17,23,27,65,36,13,164,1209,50,386,73.5,3.04,23.47
2013-01-01,MUNICIPIO,38017,ES709,ES709A3,ES709A31,43608,37.6,22107,21501,97.26,31845,11763,26.97,7219,32219,4170,2491,1341,338,16.55,73.88,9.56,35.35,12.94,22.41,57.76,173.12,8.11,32.16,16250.4,268.35,72.39,1202,1526,3080,1910,763,8481,23613,4850,15145,54.15,11.12,34.73
2013-01-01,MUNICIPIO,38018,ES709,ES709A2,ES709A23,5448,42.7,2681,2767,103.21,5269,179,3.29,747,3644,1057,559,384,114,13.71,66.89,19.4,49.51,29.01,20.5,141.5,70.67,10.79,36.33,2380.47,228.86,7.52,137,169,296,196,103,901,4918,82,448,90.27,1.51,8.22
2013-01-01,MUNICIPIO,38019,ES709,ES709A3,ES709A32,20537,40.3,10284,10253,99.7,15875,4662,22.7,3043,14428,3066,1809,1016,241,14.82,70.25,14.93,42.34,21.25,21.09,100.76,99.25,7.86,33.14,14410.2,142.52,32.35,520,594,1250,861,429,3654,13833,951,5753,67.36,4.63,28.01
2013-01-01,MUNICIPIO,38020,ES709,ES709A3,ES709A33,18589,41.5,9217,9372,101.68,17703,886,4.77,2728,12768,3093,1563,1166,364,14.68,68.69,16.64,45.59,24.22,21.37,113.38,88.2,11.77,37.7,10288.8,180.67,8.61,558,566,1061,712,303,3200,15915,824,1850,85.62,4.43,9.95
2013-01-01,MUNICIPIO,38021,ES706,ES706A0,ES706A01,2103,47.5,1076,1027,95.45,1960,143,6.8,192,1402,509,243,186,80,9.13,66.67,24.2,50,36.31,13.69,265.1,37.72,15.72,36.54,3915.87,53.7,3.65,25,29,77,72,37,240,1833,73,197,87.16,3.47,9.37
2013-01-01,MUNICIPIO,38022,ES709,ES709A2,ES709A23,23092,43.1,11408,11684,102.42,21546,1546,6.69,2990,15736,4366,2379,1534,453,12.95,68.14,18.91,46.75,27.75,19,146.02,68.48,10.38,35.14,9585.8,240.9,16.13,405,592,1278,933,414,3622,19561,492,3039,84.71,2.13,13.16
2013-01-01,MUNICIPIO,38023,ES709,ES709A1,ES709A10,151718,40.5,73977,77741,105.09,143399,8319,5.48,20940,109139,21639,11628,7759,2252,13.8,71.94,14.26,39.01,19.83,19.19,103.34,96.77,10.41,35.86,10245.2,1480.87,81.2,3511,4220,8678,6014,3032,25455,125115,9076,17527,82.47,5.98,11.55
2013-01-01,MUNICIPIO,38024,ES707,ES707A0,ES707A04,20930,42.2,10217,10713,104.85,18176,2754,13.16,2936,14170,3824,1959,1373,492,14.03,67.7,18.27,47.71,26.99,20.72,130.25,76.78,12.87,35.9,3560.43,587.85,77.35,473,582,1241,869,414,3579,15601,900,4429,74.54,4.3,21.16
2013-01-01,MUNICIPIO,38025,ES709,ES709A2,ES709A21,8944,40.1,4538,4406,97.09,8324,620,6.93,1355,6273,1316,711,478,127,15.15,70.14,14.71,42.58,20.98,21.6,97.12,102.96,9.65,36.32,1405.07,636.55,44.13,297,275,529,335,136,1572,7791,262,891,87.11,2.93,9.96
2013-01-01,MUNICIPIO,38026,ES709,ES709A2,ES709A24,41255,40.3,20335,20920,102.88,39818,1437,3.48,6373,28703,6179,3440,2172,567,15.45,69.57,14.98,43.73,21.53,22.2,96.96,103.14,9.18,35.15,20688.7,199.41,6.95,1021,1268,2707,1787,906,7689,36512,1518,3225,88.5,3.68,7.82
2013-01-01,MUNICIPIO,38027,ES707,ES707A0,ES707A04,7928,43.4,3963,3965,100.05,6599,1329,16.76,1069,5301,1558,828,524,206,13.48,66.86,19.65,49.56,29.39,20.17,145.74,68.61,13.22,33.63,13594,58.32,9.78,173,206,457,311,167,1314,5918,235,1775,74.65,2.96,22.39
2013-01-01,MUNICIPIO,38028,ES709,ES709A2,ES709A24,28929,45.7,14128,14801,104.76,24535,4394,15.19,3110,19347,6472,3731,2156,585,10.75,66.88,22.37,49.53,33.45,16.07,208.1,48.05,9.04,33.31,882.59,3277.74,497.85,483,665,1340,835,387,3710,19521,3320,6088,67.48,11.48,21.04
2013-01-01,MUNICIPIO,38029,ES707,ES707A0,ES707A03,2057,43.3,1040,1017,97.79,1632,425,20.66,259,1413,385,184,132,69,12.59,68.69,18.72,45.58,27.25,18.33,148.65,67.27,17.92,34.29,3080.58,66.77,13.8,44,41,107,86,42,320,1378,74,605,66.99,3.6,29.41
2013-01-01,MUNICIPIO,38030,ES707,ES707A0,ES707A02,2346,45.4,1184,1162,98.14,2198,148,6.31,282,1528,536,250,210,76,12.02,65.13,22.85,53.53,35.08,18.46,190.07,52.61,14.18,39.18,3505.04,66.93,4.22,48,60,123,81,39,351,1955,52,339,83.33,2.22,14.45
2013-01-01,MUNICIPIO,38031,ES709,ES709A2,ES709A24,37970,41.1,18724,19246,102.79,34830,3140,8.27,5667,26188,6115,3343,2176,596,14.92,68.97,16.1,44.99,23.35,21.64,107.91,92.67,9.75,35.58,5646.81,672.42,55.61,935,1149,2389,1606,755,6834,31743,1210,5017,83.6,3.19,13.21
2013-01-01,MUNICIPIO,38032,ES709,ES709A1,ES709A10,17465,39.5,8900,8565,96.24,16296,1169,6.69,2867,12663,1935,1097,668,170,16.42,72.51,11.08,37.92,15.28,22.64,67.49,148.17,8.79,34.52,3931.15,444.27,29.74,427,604,1254,740,337,3362,13224,1975,2266,75.72,11.31,12.97
2013-01-01,MUNICIPIO,38033,ES707,ES707A0,ES707A02,4473,47.7,2250,2223,98.8,4317,156,3.49,438,2864,1171,543,456,172,9.79,64.03,26.18,56.18,40.89,15.29,267.35,37.4,14.69,38.94,4287.29,104.33,3.64,71,91,165,146,65,538,3890,143,440,86.97,3.2,9.84
2013-01-01,MUNICIPIO,38034,ES709,ES709A2,ES709A23,5110,41.7,2549,2561,100.47,4896,214,4.19,672,3589,849,454,297,98,13.15,70.23,16.61,42.38,23.66,18.72,126.34,79.15,11.54,34.98,2060.52,248,10.39,112,143,280,177,100,812,4540,97,473,88.85,1.9,9.26
2013-01-01,MUNICIPIO,38035,ES709,ES709A3,ES709A31,16099,37.5,8121,7978,98.24,11104,4995,31.03,2886,11529,1684,1109,461,114,17.93,71.61,10.46,39.64,14.61,25.03,58.35,171.38,6.77,27.38,4203.66,382.98,118.83,520,608,1213,706,362,3409,8805,1394,5900,54.69,8.66,36.65
